ID	CHARACTER	PINYIN	DOCULECT	SHIJING_NAME	SHJING_NUMBER	STANZA	VERSE	RHYMEID	POSITION	TEXT	ORDER	SOURCE
2790	弟	dì	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.1	2	164.1.a	3	莫如兄弟。	2	Baxter1992
2791	威	wēi	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.2	1	164.2.a	3	死喪之威、	1	Baxter1992
2792	懷	huái	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.2	1	164.2.a	3	兄弟孔懷。	2	Baxter1992
2793	裒	póu	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.2	2	164.2.b	2	原隰裒矣、	1	Baxter1992
2794	求	qiú	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.2	2	164.2.b	2	兄弟求矣。	2	Baxter1992
2795	原	yuán	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.3	1	164.3.a	3	脊今在原、	1	Baxter1992
2796	難	nán	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.3	1	164.3.a	3	兄弟急難。	2	Baxter1992
2797	朋	péng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.3	2		3	每有良朋、	1	Baxter1992
2798	歎	tàn	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.3	2	164.3.a	3	況也永歎。	2	Baxter1992
2799	牆	qiáng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.4	1		4	兄弟鬩于牆、	1	Baxter1992
2800	務	wù	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.4	1	164.4.a	3	外禦其務。	2	Baxter1992
2801	朋	péng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.4	2		3	每有良朋、	1	Baxter1992
2802	戎	róng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.4	2	164.4.a	3	烝也無戎。	2	Baxter1992
2803	平	píng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.5	1	164.5.a	3	喪亂既平、	1	Baxter1992
2804	寧	níng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.5	1	164.5.a	3	既安且寧。	2	Baxter1992
2805	弟	dì	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.5	2		3	雖有兄弟、	1	Baxter1992
2806	生	shēng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.5	2	164.5.a	3	不如友生。	2	Baxter1992
2807	豆	dòu	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.6	1	164.6.a	3	儐爾籩豆、	1	Baxter1992
2808	飫	yù	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.6	1	164.6.a	3	飲酒之飫。	2	Baxter1992
2809	具	jù	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.6	2	164.6.a	3	兄弟既具、	1	Baxter1992
2810	孺	rú	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.6	2	164.6.a	3	和樂且孺。	2	Baxter1992
2811	合	hé	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.7	1	164.7.a	3	妻子好合、	1	Baxter1992
2812	琴	qín	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.7	1	164.7.b	3	如鼓瑟琴。	2	Baxter1992
2813	翕	xī	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.7	2	164.7.a	3	兄弟既翕、	1	Baxter1992
2814	湛	zhàn	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.7	2	164.7.b	3	和樂且湛。	2	Baxter1992
2815	家	jiā	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.8	1	164.8.a	3	宜爾室家、	1	Baxter1992
2816	帑	tǎng	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.8	1	164.8.a	3	樂爾妻帑。	2	Baxter1992
2817	圖	tú	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.8	2	164.8.a	3	是究是圖、	1	Baxter1992
2818	乎	hū	Old_Chinese	小雅·鹿鳴之什·常棣	164	164.8	2	164.8.a	3	亶其然乎。	2	Baxter1992
2819	丁	dīng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	1	165.1.a	2	伐木丁丁、	1	Baxter1992
2820	丁	dīng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	1	165.1.a	2	伐木丁丁、	1	Baxter1992
2821	嚶	yīng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	1	165.1.a	2	鳥鳴嚶嚶。	2	Baxter1992
2822	嚶	yīng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	1	165.1.a	2	鳥鳴嚶嚶。	2	Baxter1992
2823	谷	gǔ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	2	165.1.b	3	出自幽谷、	1	Baxter1992
2824	木	mù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	2	165.1.b	3	遷于喬木。	2	Baxter1992
2825	鳴	míng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	3		2	嚶其鳴矣、	1	Baxter1992
2826	聲	shēng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	3	165.1.c	3	求其友聲。	2	Baxter1992
2827	鳥	niǎo	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	4		2	相彼鳥矣、	1	Baxter1992
2828	聲	shēng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	4	165.1.c	3	猶求友聲。	2	Baxter1992
2829	人	rén	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	5		2	矧伊人矣、	1	Baxter1992
2830	生	shēng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	5	165.1.c	3	不求友生。	2	Baxter1992
2831	聽	tīng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	6		2	神之聽之、	1	Baxter1992
2832	平	píng	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.1	6	165.1.c	3	終和且平。	2	Baxter1992
2833	許	xǔ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	1	165.2.a	2	伐木許許、	1	Baxter1992
2834	藇	xù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	1	165.2.a	3	釃酒有藇。	2	Baxter1992
2835	羜	zhù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	2	165.2.a	3	既有肥羜、	1	Baxter1992
2836	父	fù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	2	165.2.a	3	以速諸父。	2	Baxter1992
2837	來	lái	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	3		3	寧適不來、	1	Baxter1992
2838	顧	gù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	3	165.2.a	3	微我弗顧。	2	Baxter1992
2839	埽	sào	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	4	165.2.b	3	於粲洒埽、	1	Baxter1992
2840	簋	guǐ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	4	165.2.b	3	陳饋八簋。	2	Baxter1992
2841	牡	mǔ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	5	165.2.b	3	既有肥牡、	1	Baxter1992
2842	舅	jiù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	5	165.2.b	3	以速諸舅。	2	Baxter1992
2843	來	lái	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	6		3	寧適不來、	1	Baxter1992
2844	咎	jiù	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.2	6	165.2.b	3	微我有咎。	2	Baxter1992
2845	阪	bǎn	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	1	165.3.a	3	伐木于阪、	1	Baxter1992
2846	衍	yǎn	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	1	165.3.a	3	釃酒有衍。	2	Baxter1992
2847	踐	jiàn	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	2	165.3.a	3	籩豆有踐、	1	Baxter1992
2848	遠	yuǎn	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	2	165.3.a	3	兄弟無遠。	2	Baxter1992
2849	德	dé	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	3		3	民之失德、	1	Baxter1992
2850	愆	qiān	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	3	165.3.a	3	乾餱以愆。	2	Baxter1992
2851	湑	xū	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	4	165.3.b	2	有酒湑我、	1	Baxter1992
2852	酤	gū	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	4	165.3.b	2	無酒酤我。	2	Baxter1992
2853	鼓	gǔ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	5	165.3.b	2	坎坎鼓我、	1	Baxter1992
2854	舞	wǔ	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	5	165.3.b	2	蹲蹲舞我。	2	Baxter1992
2855	暇	xiá	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	6	165.3.b	2	迨我暇矣、	1	Baxter1992
2856	湑	xū	Old_Chinese	小雅·鹿鳴之什·伐木	165	165.3	6	165.3.b	2	飲此湑矣。	2	Baxter1992
2857	爾	ěr	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	1		3	天保定爾、	1	Baxter1992
2858	固	gù	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	1	166.1.a	3	亦孔之固。	2	Baxter1992
2859	厚	hòu	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	2		3	俾爾單厚、	1	Baxter1992
2860	除	chú	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	2	166.1.a	3	何福不除。	2	Baxter1992
2861	益	yì	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	3		3	俾爾多益、	1	Baxter1992
2862	庶	shù	Old_Chinese	小雅·鹿鳴之什·天保	166	166.1	3	166.1.a	3	以莫不庶。	2	Baxter1992
2863	爾	ěr	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	1		3	天保定爾、	1	Baxter1992
2864	穀	gǔ	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	1	166.2.a	3	俾爾戩穀。	2	Baxter1992
2865	宜	yí	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	2		3	罄無不宜、	1	Baxter1992
2866	祿	lù	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	2	166.2.a	3	受天百祿。	2	Baxter1992
2867	福	fú	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	3		3	降爾遐福、	1	Baxter1992
2868	足	zú	Old_Chinese	小雅·鹿鳴之什·天保	166	166.2	3	166.2.a	3	維日不足。	2	Baxter1992
2869	爾	ěr	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	1		3	天保定爾、	1	Baxter1992
2870	興	xìng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	1	166.3.a	3	以莫不興。	2	Baxter1992
2871	阜	fù	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	2		3	如山如阜、	1	Baxter1992
2872	陵	líng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	2	166.3.a	3	如岡如陵。	2	Baxter1992
2873	至	zhì	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	3		4	如川之方至、	1	Baxter1992
2874	增	zēng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.3	3	166.3.a	3	以莫不增。	2	Baxter1992
2875	饎	chì	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	1		3	吉蠲為饎、	1	Baxter1992
2876	享	xiǎng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	1	166.4.a	3	是用孝享。	2	Baxter1992
2877	嘗	cháng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	2	166.4.a	3	禴祠烝嘗、	1	Baxter1992
2878	王	wáng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	2	166.4.a	3	于公先王。	2	Baxter1992
2879	爾	ěr	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	3		3	君曰卜爾、	1	Baxter1992
2880	疆	jiāng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.4	3	166.4.a	3	萬壽無疆。	2	Baxter1992
2881	弔	diào	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	1		2	神之弔矣、	1	Baxter1992
2882	福	fú	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	1	166.5.a	3	詒爾多福。	2	Baxter1992
2883	質	zhì	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	2		2	民之質矣、	1	Baxter1992
2884	食	shí	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	2	166.5.a	3	日用飲食。	2	Baxter1992
2885	姓	xìng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	3		3	群黍百姓、	1	Baxter1992
2886	德	dé	Old_Chinese	小雅·鹿鳴之什·天保	166	166.5	3	166.5.a	3	邊為爾德。	2	Baxter1992
2887	恆	héng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	1	166.6.a	3	如月之恆、	1	Baxter1992
2888	升	shēng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	1	166.6.a	3	如日之升。	2	Baxter1992
2889	壽	shòu	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	2	166.6.b	4	如南山之壽、	1	Baxter1992
2890	崩	bēng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	2	166.6.a	3	不騫不崩。	2	Baxter1992
2891	茂	mào	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	3	166.6.b	4	如松伯之茂、	1	Baxter1992
2892	承	chéng	Old_Chinese	小雅·鹿鳴之什·天保	166	166.6	3	166.6.a	4	無不爾或承。	2	Baxter1992
2893	薇	wēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	1	167.1.a	1	采薇采薇、	1	Baxter1992
2894	作	zuò	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	1	167.1.b	2	薇亦作止。	2	Baxter1992
2895	歸	guī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	2	167.1.a	1	曰歸曰歸、	1	Baxter1992
2896	莫	mò	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	2	167.1.b	2	歲亦莫止。	2	Baxter1992
2897	家	jiā	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	3	167.1.c	3	靡室靡家、	1	Baxter1992
2898	故	gù	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	3	167.1.c	3	玁狁之故。	2	Baxter1992
2899	居	jū	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	4	167.1.c	3	不遑啟居、	1	Baxter1992
2900	故	gù	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.1	4	167.1.c	3	玁狁之故。	2	Baxter1992
2901	薇	wēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	1	167.2.a	1	采薇采薇、	1	Baxter1992
2902	柔	róu	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	1	167.2.b	2	薇亦柔止。	2	Baxter1992
2903	歸	guī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	2	167.2.a	1	曰歸曰歸、	1	Baxter1992
2904	憂	yōu	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	2	167.2.b	2	心亦憂止。	2	Baxter1992
2905	烈	liè	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	3	167.2.c	2	憂心烈烈、	1	Baxter1992
2906	烈	liè	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	3	167.2.c	2	憂心烈烈、	1	Baxter1992
2907	渴	kě	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	3	167.2.c	3	載飢載渴。	2	Baxter1992
2908	定	dìng	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	4	167.2.d	3	我戌未定、	1	Baxter1992
2909	聘	pìn	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.2	4	167.2.d	3	靡使歸聘。	2	Baxter1992
2910	薇	wēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	1	167.3.a	1	采薇采薇、	1	Baxter1992
2911	剛	gāng	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	1	167.3.b	2	薇亦剛止。	2	Baxter1992
2912	歸	guī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	2	167.3.a	1	曰歸曰歸、	1	Baxter1992
2913	陽	yáng	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	2	167.3.b	2	歲亦陽止。	2	Baxter1992
2914	盬	gǔ	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	3	167.3.c	3	王事靡盬、	1	Baxter1992
2915	處	chù	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	3	167.3.c	3	不遑啟處。	2	Baxter1992
2916	疚	jiù	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	4	167.3.d	3	憂心孔疚、	1	Baxter1992
2917	來	lái	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.3	4	167.3.d	3	我行不來。	2	Baxter1992
2918	何	hé	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	1	167.4.a	3	彼爾維何、	1	Baxter1992
2919	華	huá	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	1	167.4.a	3	維常之華。	2	Baxter1992
2920	何	hé	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	2	167.4.a	3	彼路斯何、	1	Baxter1992
2921	車	chē	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	2	167.4.a	3	君子之車。	2	Baxter1992
2922	駕	jià	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	3	167.4.a	3	戎車既駕、	1	Baxter1992
2923	業	yè	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	3	167.4.c	2	四牡業業。	2	Baxter1992
2924	業	yè	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	3	167.4.c	2	四牡業業。	2	Baxter1992
2925	居	jū	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	4		3	豈敢定居、	1	Baxter1992
2926	捷	jié	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.4	4	167.4.c	3	一月三捷。	2	Baxter1992
2927	牡	mǔ	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	1		3	駕彼四牡、	1	Baxter1992
2928	騤	kuí	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	1	167.5.a	2	四牡騤騤。	2	Baxter1992
2929	騤	kuí	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	1	167.5.a	2	四牡騤騤。	2	Baxter1992
2930	依	yī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	2	167.5.a	3	君子所依、	1	Baxter1992
2931	腓	féi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	2	167.5.a	3	小人所腓。	2	Baxter1992
2932	翼	yì	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	3	167.5.b	2	四牡翼翼、	1	Baxter1992
2933	翼	yì	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	3	167.5.b	2	四牡翼翼、	1	Baxter1992
2934	服	fú	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	3	167.5.b	3	象弭魚服。	2	Baxter1992
2935	戒	jiè	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	4	167.5.b	3	豈不日戒、	1	Baxter1992
2936	棘	jí	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.5	4	167.5.b	3	玁狁孔棘。	2	Baxter1992
2937	往	wǎng	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	1		2	昔我往矣、	1	Baxter1992
2938	依	yī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	1	167.6.a	2	楊柳依依。	2	Baxter1992
2939	依	yī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	1	167.6.a	2	楊柳依依。	2	Baxter1992
2940	思	sī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	2		3	今我來思、	1	Baxter1992
2941	霏	fēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	2	167.6.a	2	雨雪霏霏。	2	Baxter1992
2942	霏	fēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	2	167.6.a	2	雨雪霏霏。	2	Baxter1992
2943	遲	chí	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	3	167.6.a	2	行道遲遲、	1	Baxter1992
2944	遲	chí	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	3	167.6.a	2	行道遲遲、	1	Baxter1992
2945	飢	jī	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	3	167.6.a	3	載渴載飢。	2	Baxter1992
2946	悲	bēi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	4	167.6.a	3	我心傷悲、	1	Baxter1992
2947	哀	āi	Old_Chinese	小雅·鹿鳴之什·采薇	167	167.6	4	167.6.a	3	莫知我哀。	2	Baxter1992
2948	車	chē	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	1		3	我出我車、	1	Baxter1992
2949	牧	mù	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	1	168.1.a	2	于彼牧矣。	2	Baxter1992
2950	所	suǒ	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	2		3	自天子所、	1	Baxter1992
2951	來	lái	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	2	168.1.a	2	謂我來矣。	2	Baxter1992
2952	夫	fū	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	3		3	召彼僕夫、	1	Baxter1992
2953	載	zài	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	3	168.1.a	2	謂之載矣。	2	Baxter1992
2954	難	nán	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	4		3	王事多難、	1	Baxter1992
2955	棘	jí	Old_Chinese	小雅·鹿鳴之什·出車	168	168.1	4	168.1.a	2	維其棘矣。	2	Baxter1992
2956	車	chē	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	1		3	我出我車、	1	Baxter1992
2957	郊	jiāo	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	1	168.2.a	2	于彼郊矣。	2	Baxter1992
2958	旐	zhào	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	2	168.2.a	2	設此旐矣、	1	Baxter1992
2959	旄	máo	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	2	168.2.a	2	建彼旄矣。	2	Baxter1992
2960	斯	sī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	3		3	彼旟旐斯、	1	Baxter1992
2961	旆	pèi	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	3	168.2.b	2	胡不旆旆。	2	Baxter1992
2962	悄	qiāo	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	4		2	憂心悄悄、	1	Baxter1992
2963	況	kuàng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.2	4	168.2.b	2	僕夫況瘁。	2	Baxter1992
2964	仲	zhòng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	1		3	王命南仲、	1	Baxter1992
2965	方	fāng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	1	168.3.a	3	往城于方。	2	Baxter1992
2966	彭	péng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	2	168.3.a	2	出車彭彭、	1	Baxter1992
2967	彭	péng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	2	168.3.a	2	出車彭彭、	1	Baxter1992
2968	央	yāng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	2	168.3.a	2	旂旐央央。	2	Baxter1992
2969	央	yāng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	2	168.3.a	2	旂旐央央。	2	Baxter1992
2970	我	wǒ	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	3		3	天子命我、	1	Baxter1992
2971	方	fāng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	3	168.3.a	3	城彼朔方。	2	Baxter1992
2972	仲	zhòng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	4		3	赫赫南仲、	1	Baxter1992
2973	襄	xiāng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.3	4	168.3.a	3	玁狁于襄。	2	Baxter1992
2974	往	wǎng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	1		2	昔我往矣、	1	Baxter1992
2975	華	huá	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	1	168.4.a	3	黍稷方華。	2	Baxter1992
2976	思	sī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	2		3	今我來思、	1	Baxter1992
2977	塗	tú	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	2	168.4.a	3	雨雪載塗。	2	Baxter1992
2978	難	nán	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	3		3	王事多難、	1	Baxter1992
2979	居	jū	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	3	168.4.a	3	不遑啟居。	2	Baxter1992
2980	歸	guī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	4		3	豈不懷歸、	1	Baxter1992
2981	書	shū	Old_Chinese	小雅·鹿鳴之什·出車	168	168.4	4	168.4.a	3	畏此簡書。	2	Baxter1992
2982	蟲	chóng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	1	168.5.a	3	喓喓草蟲、	1	Baxter1992
2983	螽	zhōng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	1	168.5.a	3	趯趯阜螽。	2	Baxter1992
2984	子	zi	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	2		3	未見君子、	1	Baxter1992
2985	忡	chōng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	2	168.5.a	2	憂心忡忡。	2	Baxter1992
2986	子	zi	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	3		3	既見君子、	1	Baxter1992
2987	降	jiàng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	3	168.5.a	3	我心則降。	2	Baxter1992
2988	仲	zhòng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	4		3	赫赫南仲、	1	Baxter1992
2989	戎	róng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.5	4	168.5.a	3	薄伐西戎。	2	Baxter1992
2990	遲	chí	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	1	168.6.a	2	春日遲遲、	1	Baxter1992
2991	遲	chí	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	1	168.6.a	2	春日遲遲、	1	Baxter1992
2992	萋	qī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	1	168.6.a	2	卉木萋萋。	2	Baxter1992
2993	萋	qī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	1	168.6.a	2	卉木萋萋。	2	Baxter1992
2994	喈	jiē	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	2	168.6.a	2	倉庚喈喈、	1	Baxter1992
2995	喈	jiē	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	2	168.6.a	2	倉庚喈喈、	1	Baxter1992
2996	祁	qí	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	2	168.6.a	2	采蘩祁祁。	2	Baxter1992
2997	祁	qí	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	2	168.6.a	2	采蘩祁祁。	2	Baxter1992
2998	醜	chǒu	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	3		3	執訊獲醜、	1	Baxter1992
2999	歸	guī	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	3	168.6.a	3	薄言還歸。	2	Baxter1992
3000	仲	zhòng	Old_Chinese	小雅·鹿鳴之什·出車	168	168.6	4		3	赫赫南仲、	1	Baxter1992
