ID	SHIJING	BLOCK	CHAPTER	NUMBER	TITLE	STANZA	VERSE	SECTION_NUMBER	RHYME_NUMBER	SECTION	RAW_SECTION	ENDCHAR	NOTE	RHYME	ALTERNATIVE_RHYME	CHARACTER	RHYMEID	MCH	OCH	PWY	YUNBU	SECTIONID	PREINITIAL	INITIAL	MEDIAL	YUN	SUF	OCBSYUN	GSR	GSRCLASS	MCHASCII	OCH_GLOSS	PINYIN	OCBS
1982	shijing	國風	唐風	119	  杕杜	119.2	4	1	1	嗟行之人	嗟行之人	、				人	0	nyin	*ni[ŋ]	njin	真1	119.2.4.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
1983	shijing	國風	唐風	119	  杕杜	119.2	4	2	1	胡不b比焉	胡不比焉	。		119.2.b		比	95	pjijH	*pij-s	pis	脂2	119.2.4.2		p		ij	-s	ij	0566g	566	pjijH	combine; all	bi4	 p  ij -s
1984	shijing	國風	唐風	119	  杕杜	119.2	5	1	1	人無兄弟	人無兄弟	、				弟	0	dejX (dejH)	*lˤəjʔ	liils	脂1	119.2.5.1		lˤ		əjʔ		əj	0591a	591	dejX	younger brother	di4	 lˤ  əjʔ 
1985	shijing	國風	唐風	119	  杕杜	119.2	5	2	1	胡不b佽焉	胡不佽焉	。		119.2.b		佽	95	tshijH	?	?	脂	119.2.5.2												    
172	shijing	國風	召南	12	 鵲巢	12.1	1	1	1	維鵲有巢	維鵲有巢	、				巢	0	dzraew (dzraem)	*[dz]ˤraw	dzraaw	宵1	12.1.1.1		[dz]ˤ	r	aw		aw	1169a	1169	dzraew	nest	chao2	 [dz]ˤ r aw 
173	shijing	國風	召南	12	 鵲巢	12.1	1	2	1	維鳩a居之	維鳩居之	。		12.1.a		居	96	kjo // kjo // kjoH (ki)	*k(r)a // *ka // *k(r)a-s	kɯ	之	12.1.1.2		k	(r)	a	-s	a	0049c'	49	kjoH	dwelling	ju1	 k (r) a -s
174	shijing	國風	召南	12	 鵲巢	12.1	2	1	1	之子于歸	之子于歸	、				歸	0	kjw+j	*[k]ʷəj	?	微	12.1.2.1		[k]ʷ		əj		əj	0570a	570	kjw+j	return (v.)	gui1	 [k]ʷ  əj 
175	shijing	國風	召南	12	 鵲巢	12.1	2	2	1	百兩a御之	百兩御之	。		12.1.a		御	96	ngjoX	*[ŋ](r)a-s	ŋas	魚	12.1.2.2	m-	[qʰ]	(r)	aʔ		a	0060l	60	ngjoX	ward off; withstand	yu4	m- [qʰ] (r) aʔ 
176	shijing	國風	召南	12	 鵲巢	12.2	1	1	1	維鵲有巢	維鵲有巢	、				巢	0	dzraew (dzraem)	*[dz]ˤraw	dzraaw	宵1	12.2.1.1		[dz]ˤ	r	aw		aw	1169a	1169	dzraew	nest	chao2	 [dz]ˤ r aw 
177	shijing	國風	召南	12	 鵲巢	12.2	1	2	1	維鳩a方之	維鳩方之	。		12.2.a		方	97	pjang	! *C-paŋ // *paŋ // *paŋ	paŋ	陽	12.2.1.2		p		aŋ		aŋ	0740a	740	pjang	just, then	fang1	 p  aŋ 
178	shijing	國風	召南	12	 鵲巢	12.2	2	1	1	之子于歸	之子于歸	、				歸	0	kjw+j	*[k]ʷəj	?	微	12.2.2.1		[k]ʷ		əj		əj	0570a	570	kjw+j	return (v.)	gui1	 [k]ʷ  əj 
179	shijing	國風	召南	12	 鵲巢	12.2	2	2	1	百兩a將之	百兩將之	。		12.2.a		將	97	tsjang	*[ts]aŋ	skaŋ	陽	12.2.2.2		[ts]		aŋ	-s	aŋ	0727f	727	tsjangH	lead (v.); leader	jiang4	 [ts]  aŋ -s
180	shijing	國風	召南	12	 鵲巢	12.3	1	1	1	維鵲有巢	維鵲有巢	、				巢	0	dzraew (dzraem)	*[dz]ˤraw	dzraaw	宵1	12.3.1.1		[dz]ˤ	r	aw		aw	1169a	1169	dzraew	nest	chao2	 [dz]ˤ r aw 
181	shijing	國風	召南	12	 鵲巢	12.3	1	2	1	維鳩a盈之	維鳩盈之	。		12.3.a		盈	98	yeng	*leŋ	leŋ	耕	12.3.1.2		l		eŋ		eŋ	0815a	815	yeng	fill	ying2	 l  eŋ 
182	shijing	國風	召南	12	 鵲巢	12.3	2	1	1	之子于歸	之子于歸	、				歸	0	kjw+j	*[k]ʷəj	?	微	12.3.2.1		[k]ʷ		əj		əj	0570a	570	kjw+j	return (v.)	gui1	 [k]ʷ  əj 
183	shijing	國風	召南	12	 鵲巢	12.3	2	2	1	百兩a成之	百兩成之	。		12.3.a		成	98					12.3.2.2		[d]		eŋ		eŋ	0818a	818	dzyeng	to become (v.i.)	cheng2	 [d]  eŋ 
1986	shijing	國風	唐風	120	  羔裘	120.1	1	1	1	羔裘豹a袪	羔裘豹袪	、		120.1.a		袪	99		?	kha	魚	120.1.1.1												    
1987	shijing	國風	唐風	120	  羔裘	120.1	1	2	1	自我人a居a居	自我人居居	。		120.1.a		居	99	kjo // kjo // kjoH (ki)	*k(r)a // *ka // *k(r)a-s	kɯ	之	120.1.1.2		k	(r)	a	-s	a	0049c'	49	kjoH	dwelling	ju1	 k (r) a -s
1988	shijing	國風	唐風	120	  羔裘	120.1	1	2	2	自我人a居a居	自我人居居	。		120.1.a		居	99	kjo // kjo // kjoH (ki)	*k(r)a // *ka // *k(r)a-s	kɯ	之	120.1.1.2		k	(r)	a	-s	a	0049c'	49	kjoH	dwelling	ju1	 k (r) a -s
1989	shijing	國風	唐風	120	  羔裘	120.1	2	1	1	豈無他人	豈無他人	、				人	0	nyin	*ni[ŋ]	njin	真1	120.1.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
1990	shijing	國風	唐風	120	  羔裘	120.1	2	2	1	維子之a故	維子之故	。		120.1.a		故	99	kuH	! *kˤa(ʔ)-s // *kˤaʔ-s	kaas	魚	120.1.2.2		kˤ		aʔ	-s	a	0049i	49	kuH	old (not new)	gu4	 kˤ  aʔ -s
1991	shijing	國風	唐風	120	  羔裘	120.2	1	1	1	羔裘豹a褎	羔裘豹褎	、		120.2.a		褎	100	yuwH	?	liws	幽3	120.2.1.1												    
1992	shijing	國風	唐風	120	  羔裘	120.2	1	2	1	自我人a究a究	自我人究究	。		120.2.a		究	100	kjuwH	*[k](r)u(ʔ)-s	kus	幽1	120.2.1.2		[k]	(r)	u(ʔ)	-s	u	0992o	992	kjuwH	scrutinize; go to the end	jiu1	 [k] (r) u(ʔ) -s
1993	shijing	國風	唐風	120	  羔裘	120.2	1	2	2	自我人a究a究	自我人究究	。		120.2.a		究	100	kjuwH	*[k](r)u(ʔ)-s	kus	幽1	120.2.1.2		[k]	(r)	u(ʔ)	-s	u	0992o	992	kjuwH	scrutinize; go to the end	jiu1	 [k] (r) u(ʔ) -s
1994	shijing	國風	唐風	120	  羔裘	120.2	2	1	1	豈無他人	豈無他人	、				人	0	nyin	*ni[ŋ]	njin	真1	120.2.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
1995	shijing	國風	唐風	120	  羔裘	120.2	2	2	1	維子之a好	維子之好	。		120.2.a		好	100	xawX // xawH	! *qʰˤuʔ // *qʰˤuʔ-s	qhuus	幽1	120.2.2.2		qʰˤ		uʔ	-s	u	1044a	1044	xawH	love, like (v.)	hao4	 qʰˤ  uʔ -s
1996	shijing	國風	唐風	121	  鴇羽	121.1	1	1	1	肅肅鴇a羽	肅肅鴇羽	、		121.1.a		羽	101	hjuX (hjuH)	*[ɢ]ʷ(r)aʔ	ɢʷas	魚	121.1.1.1		[ɢ]ʷ	(r)	aʔ		a	0098a	98	hjuX	feather, wing	yu3	 [ɢ]ʷ (r) aʔ 
1997	shijing	國風	唐風	121	  鴇羽	121.1	1	2	1	集于苞a栩	集于苞栩	。		121.1.a		栩	101	xjuX	?	qhʷlaʔ	魚	121.1.1.2												    
1998	shijing	國風	唐風	121	  鴇羽	121.1	2	1	1	王事靡a?x盬	王事靡盬	、		121.1.a		盬	101	kuX	?	kaaʔ	魚	121.1.2.1												    
1999	shijing	國風	唐風	121	  鴇羽	121.1	2	2	1	不能蓺稷a黍	不能蓺稷黍	、		121.1.a		黍	101	syoX	*s-tʰaʔ	qhjaʔ	魚	121.1.2.2	s-	tʰ		aʔ		a	0093a	93	syoX	Panicum miliaceum, glutinous	shu3	s- tʰ  aʔ 
2000	shijing	國風	唐風	121	  鴇羽	121.1	2	3	1	父母何a怙	父母何怙	。		121.1.a		怙	101		?	ɡaaʔ	魚	121.1.2.3												    
2001	shijing	國風	唐風	121	  鴇羽	121.1	3	1	1	悠悠蒼天	悠悠蒼天	、				天	0	then	*l̥ˤi[n]	lʰiin	真1	121.1.3.1		l̥ˤ		i[n]		in	0361a	361	xen	heaven	xian1	 l̥ˤ  i[n] 
2002	shijing	國風	唐風	121	  鴇羽	121.1	3	2	1	曷其有a所	曷其有所	。		121.1.a		所	101	srjoX // xuX	! *s-qʰ<r>aʔ // *qʰaʔ	?	魚	121.1.3.2		qʰ		aʔ		a	0091a	91	xuX	所所 = 許許 = 滸滸 sound of hewing wood	suo3	 qʰ  aʔ 
2003	shijing	國風	唐風	121	  鴇羽	121.2	1	1	1	肅肅鴇a翼	肅肅鴇翼	、		121.2.a		翼	102	yik	*ɢʷrəp	?	職	121.2.1.1		ɢʷ	r	əp		əp	0954d	954	yik	wing	yi4	 ɢʷ r əp 
2004	shijing	國風	唐風	121	  鴇羽	121.2	1	2	1	集于苞a棘	集于苞棘	。		121.2.a		棘	102	kik	*krək	kɯɡ	職	121.2.1.2		k	r	ək		ək	0911a	911	kik	thorns	ji2	 k r ək 
2005	shijing	國風	唐風	121	  鴇羽	121.2	2	1	1	王事靡盬	王事靡盬	、				盬	0	kuX	?	kaaʔ	魚	121.2.2.1												    
2006	shijing	國風	唐風	121	  鴇羽	121.2	2	2	1	不能蓺黍a稷	不能蓺黍稷	、		121.2.a		稷	102	tsik	*[ts]ək	tsɯɡ	職	121.2.2.2		[ts]		ək		ək	0922b	922	tsik	millet (Setaria italica)	ji4	 [ts]  ək 
2007	shijing	國風	唐風	121	  鴇羽	121.2	2	3	1	父母何a食	父母何食	。		121.2.a		食	102	zyik	*mə-lək	ɢljɯɡ	職	121.2.2.3	s-m-	l		ək	-s	ək	0921a	921	ziH	feed (v.)	si4	s-m- l  ək -s
2008	shijing	國風	唐風	121	  鴇羽	121.2	3	1	1	悠悠蒼天	悠悠蒼天	、				天	0	then	*l̥ˤi[n]	lʰiin	真1	121.2.3.1		l̥ˤ		i[n]		in	0361a	361	xen	heaven	xian1	 l̥ˤ  i[n] 
2009	shijing	國風	唐風	121	  鴇羽	121.2	3	2	1	曷其有a極	曷其有極	。		121.2.a		極	102	gik	*[g](r)ək	ɡɯɡ	職	121.2.3.2		[g]	(r)	ək		ək	0910e	910	gik	extreme	ji2	 [g] (r) ək 
2010	shijing	國風	唐風	121	  鴇羽	121.3	1	1	1	肅肅鴇a行	肅肅鴇行	、		121.3.a		行	103	haeng // haengH // hang (hangH)	*[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s	ɢaaŋs	陽	121.3.1.1		[g]ˤ	r	aŋ	-s	aŋ	0748a	748	haengH	action	xing2	 [g]ˤ r aŋ -s
2011	shijing	國風	唐風	121	  鴇羽	121.3	1	2	1	集于苞a桑	集于苞桑	。		121.3.a		桑	103	sang	*[s]ˤaŋ	saaŋ	陽	121.3.1.2		[s]ˤ		aŋ		aŋ	0704a	704	sang	mulberry tree	sang1	 [s]ˤ  aŋ 
2012	shijing	國風	唐風	121	  鴇羽	121.3	2	1	1	王事靡盬	王事靡盬	、				盬	0	kuX	?	kaaʔ	魚	121.3.2.1												    
2013	shijing	國風	唐風	121	  鴇羽	121.3	2	2	1	不能蓺稻a粱	不能蓺稻粱	、		121.3.a		粱	103	ljang	*[r]aŋ	k-raŋ	陽	121.3.2.2		[r]		aŋ		aŋ	0738b	738	ljang	millet, sorghum, grain	liang2	 [r]  aŋ 
2014	shijing	國風	唐風	121	  鴇羽	121.3	2	3	1	父母何a嘗	父母何嘗	。		121.3.a		嘗	103	dzyang	*Cə.daŋ	djaŋ	陽	121.3.2.3	Cə.	d		aŋ		aŋ	0725f	725	dzyang	taste (v.)	chang2	Cə. d  aŋ 
2015	shijing	國風	唐風	121	  鴇羽	121.3	3	1	1	悠悠蒼天	悠悠蒼天	、				天	0	then	*l̥ˤi[n]	lʰiin	真1	121.3.3.1		l̥ˤ		i[n]		in	0361a	361	xen	heaven	xian1	 l̥ˤ  i[n] 
2016	shijing	國風	唐風	121	  鴇羽	121.3	3	2	1	曷其有a常	曷其有常	。		121.3.a		常	103	dzyang	*[d]aŋ	djaŋ	陽	121.3.3.2		[d]		aŋ		aŋ	0725e	725	dzyang	constant	chang2	 [d]  aŋ 
2017	shijing	國風	唐風	122	  無衣	122.1	1	1	1	豈曰無衣a七兮	豈曰無衣七兮	、		122.1.a		七	104	tshit	*[tsʰ]i[t]	snʰid	質1	122.1.1.1		[tsʰ]		i[t]		it	0400a	400	tshit	seven	qi1	 [tsʰ]  i[t] 
2018	shijing	國風	唐風	122	  無衣	122.1	1	2	1	不如子之衣	不如子之衣	、				衣	0	'j+j	*ʔ(r)əj	qɯl	微1	122.1.1.2		ʔ	(r)	əj		əj	0550a	550	'j+j	clothes	yi1	 ʔ (r) əj 
2019	shijing	國風	唐風	122	  無衣	122.1	1	3	1	安且a吉兮	安且吉兮	。		122.1.a		吉	104	kjit	*C.qi[t]	kid	質1	122.1.1.3	C.	q		i[t]		it	0393a	393	kjit	auspicious	ji2	C. q  i[t] 
2020	shijing	國風	唐風	122	  無衣	122.2	1	1	1	豈曰無衣a六兮	豈曰無衣六兮	、		122.2.a		六	105	ljuwk	*k.ruk	ɡ-ruɡ	覺1	122.2.1.1	k.	r		uk		uk	1032a	1032	ljuwk	six	liu4	k. r  uk 
2021	shijing	國風	唐風	122	  無衣	122.2	1	2	1	不如子之衣	不如子之衣	、				衣	0	'j+j	*ʔ(r)əj	qɯl	微1	122.2.1.2		ʔ	(r)	əj		əj	0550a	550	'j+j	clothes	yi1	 ʔ (r) əj 
2022	shijing	國風	唐風	122	  無衣	122.2	1	3	1	安且a燠兮	安且燠兮	。		122.2.a		燠	105	'juwk	?	quɡ	覺1	122.2.1.3												    
2023	shijing	國風	唐風	123	  有杕之杜	123.1	1	1	1	有杕之杜	有杕之杜	、				杜	0	duX	?	ɡ-laaʔ	魚	123.1.1.1												    
2024	shijing	國風	唐風	123	  有杕之杜	123.1	1	2	1	生于道a左	生于道左	。		123.1.a		左	106	tsaH	*tsˤarʔ-s	skaals	歌1	123.1.1.2		tsˤ		arʔ	-s	ar	0005a	5	tsaH	assist	zuo3	 tsˤ  arʔ -s
2025	shijing	國風	唐風	123	  有杕之杜	123.1	2	1	1	彼君子兮	彼君子兮	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	123.1.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2026	shijing	國風	唐風	123	  有杕之杜	123.1	2	2	1	噬肯適a我	噬肯適我	。		123.1.a		我	106	ngaX	*ŋˤajʔ	ŋaalʔ	歌1	123.1.2.2		ŋˤ		ajʔ		aj	0002a	2	ngaX	we, I	wo3	 ŋˤ  ajʔ 
2027	shijing	國風	唐風	123	  有杕之杜	123.1	3	1	1	中心b?x好之	中心好之	、		123.1.b		好	107	xawX // xawH	! *qʰˤuʔ // *qʰˤuʔ-s	qhuus	幽1	123.1.3.1		qʰˤ		uʔ	-s	u	1044a	1044	xawH	love, like (v.)	hao4	 qʰˤ  uʔ -s
2028	shijing	國風	唐風	123	  有杕之杜	123.1	3	2	1	曷飲b?x食之	曷飲食之	。		123.1.b		食	107	zyik	*mə-lək	ɢljɯɡ	職	123.1.3.2	s-m-	l		ək	-s	ək	0921a	921	ziH	feed (v.)	si4	s-m- l  ək -s
2029	shijing	國風	唐風	123	  有杕之杜	123.2	1	1	1	有杕之杜	有杕之杜	、				杜	0	duX	?	ɡ-laaʔ	魚	123.2.1.1												    
2030	shijing	國風	唐風	123	  有杕之杜	123.2	1	2	1	生于道a周	生于道周	。		123.2.a		周	108	tsyuw	*tiw	tjɯw	幽2	123.2.1.2		t		iw		iw	1083a	1083	tsyuw	cycle; all around	zhou1	 t  iw 
2031	shijing	國風	唐風	123	  有杕之杜	123.2	2	1	1	彼君子兮	彼君子兮	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	123.2.2.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
2032	shijing	國風	唐風	123	  有杕之杜	123.2	2	2	1	噬肯來a遊	噬肯來遊	。		123.2.a		遊	108	yuw	*[N-]ru	lu	幽1	123.2.2.2	[N-]	r		u		u	1080g	1080	yuw	wander about	you2	[N-] r  u 
2033	shijing	國風	唐風	123	  有杕之杜	123.2	3	1	1	中心b?x好之	中心好之	、		123.2.b		好	109	xawX // xawH	! *qʰˤuʔ // *qʰˤuʔ-s	qhuus	幽1	123.2.3.1		qʰˤ		uʔ	-s	u	1044a	1044	xawH	love, like (v.)	hao4	 qʰˤ  uʔ -s
2034	shijing	國風	唐風	123	  有杕之杜	123.2	3	2	1	曷飲b?x食之	曷飲食之	。		123.2.b		食	109	zyik	*mə-lək	ɢljɯɡ	職	123.2.3.2	s-m-	l		ək	-s	ək	0921a	921	ziH	feed (v.)	si4	s-m- l  ək -s
2035	shijing	國風	唐風	124	  葛生	124.1	1	1	1	葛生蒙a楚	葛生蒙楚	、		124.1.a		楚	110	tsrhjoX	! *s.r̥aʔ // *[s.r̥]aʔ // *s.r̥aʔ	skhras	魚	124.1.1.1	s.	r̥		aʔ		a	0088a	88	tsrhjoX	name of a state	chu3	s. r̥  aʔ 
2036	shijing	國風	唐風	124	  葛生	124.1	1	2	1	蘞蔓于a野	蘞蔓于野	。		124.1.a		野	110	yaeX	*lAʔ	ɡljaʔ	魚	124.1.1.2		l		Aʔ		A	0083l	83	yaeX	open country	ye3	 l  Aʔ 
2037	shijing	國風	唐風	124	  葛生	124.1	2	1	1	予美亡此	予美亡此	、				此	0	tshjeX	*[tsʰ]e(j)ʔ	tsheʔ	佳	124.1.2.1		[tsʰ]		e(j)ʔ		ej	0358a	358	tshjeX	this	ci3	 [tsʰ]  e(j)ʔ 
2038	shijing	國風	唐風	124	  葛生	124.1	2	2	1	誰與獨a處	誰與獨處	。		124.1.a		處	110	tsyhoX	*t.qʰaʔ	khljaʔ	魚	124.1.2.2	t.	qʰ		aʔ		a	0085a	85	tsyhoX	be at	chu3	t. qʰ  aʔ 
2039	shijing	國風	唐風	124	  葛生	124.2	1	1	1	葛生蒙a棘	葛生蒙棘	、		124.2.a		棘	111	kik	*krək	kɯɡ	職	124.2.1.1		k	r	ək		ək	0911a	911	kik	thorns	ji2	 k r ək 
2040	shijing	國風	唐風	124	  葛生	124.2	1	2	1	蘞蔓于a域	蘞蔓于域	。		124.2.a		域	111	hwik	*[ɢ]ʷrək	ɢʷrɯɡ	職	124.2.1.2		[ɢ]ʷ	r	ək		ək	0929e	929	hwik	territory	yu4	 [ɢ]ʷ r ək 
2041	shijing	國風	唐風	124	  葛生	124.2	2	1	1	予美亡此	予美亡此	、				此	0	tshjeX	*[tsʰ]e(j)ʔ	tsheʔ	佳	124.2.2.1		[tsʰ]		e(j)ʔ		ej	0358a	358	tshjeX	this	ci3	 [tsʰ]  e(j)ʔ 
2042	shijing	國風	唐風	124	  葛生	124.2	2	2	1	誰與獨a息	誰與獨息	。		124.2.a		息	111	sik	*sək	sqlɯɡ	職	124.2.2.2		s		ək		ək	0925a	925	sik	安息 Ānxī (Iranian country in the western regions, W. Hàn; from Aršaka = Arsaces, founder of the Arsacid dynasty)	xi1	 s  ək 
2043	shijing	國風	唐風	124	  葛生	124.3	1	1	1	角枕a粲兮	角枕粲兮	、		124.3.a		粲	112	tshanH	*[tsʰ]ˤar-s	tshaans	元1	124.3.1.1		[tsʰ]ˤ		ar	-s	ar	0154b	154	tshanH	bright and white	can4	 [tsʰ]ˤ  ar -s
2044	shijing	國風	唐風	124	  葛生	124.3	1	2	1	錦衾a爛兮	錦衾爛兮	。		124.3.a		爛	112	lanH	*[r]ˤan-s	ɡ-raans	元1	124.3.1.2		[r]ˤ		an	-s	an	0185l	185	lanH	cooked until soft	lan4	 [r]ˤ  an -s
2045	shijing	國風	唐風	124	  葛生	124.3	2	1	1	予美亡此	予美亡此	、				此	0	tshjeX	*[tsʰ]e(j)ʔ	tsheʔ	佳	124.3.2.1		[tsʰ]		e(j)ʔ		ej	0358a	358	tshjeX	this	ci3	 [tsʰ]  e(j)ʔ 
2046	shijing	國風	唐風	124	  葛生	124.3	2	2	1	誰與獨a旦	誰與獨旦	。		124.3.a		旦	112	tanH	*tˤan-s	taans	元1	124.3.2.2		tˤ		an	-s	an	0149a	149	tanH	dawn	dan4	 tˤ  an -s
2047	shijing	國風	唐風	124	  葛生	124.4	1	1	1	夏之日	夏之日	、				日	0					124.4.1.1	C.	n		ik		ik	0404a	404	nyit	sun; day	ri4	C. n  ik 
2048	shijing	國風	唐風	124	  葛生	124.4	1	2	1	冬之a夜	冬之夜	、		124.4.a		夜	113	yaeH	*[ɢ]Ak-s			124.4.1.2		[ɢ]		Ak	-s	Ak	0800j	800	yaeH	night	ye4	 [ɢ]  Ak -s
2049	shijing	國風	唐風	124	  葛生	124.4	1	3	1	百歲之後	百歲之後	、				後	0	huwX	*[ɢ]ˤ(r)oʔ	?	侯	124.4.1.3		[ɢ]ˤ	(r)	oʔ	-s	o	0115a	115	huwH	put after ?	hou4	 [ɢ]ˤ (r) oʔ -s
2050	shijing	國風	唐風	124	  葛生	124.4	1	4	1	歸於其a居	歸於其居	。		124.4.a		居	113	kjo // kjo // kjoH (ki)	*k(r)a // *ka // *k(r)a-s	kɯ	之	124.4.1.4		k	(r)	a	-s	a	0049c'	49	kjoH	dwelling	ju1	 k (r) a -s
2051	shijing	國風	唐風	124	  葛生	124.5	1	1	1	冬之夜	冬之夜	、				夜	0	yaeH	*[ɢ]Ak-s			124.5.1.1		[ɢ]		Ak	-s	Ak	0800j	800	yaeH	night	ye4	 [ɢ]  Ak -s
2052	shijing	國風	唐風	124	  葛生	124.5	1	2	1	夏之a日	夏之日	、		124.5.a		日	114					124.5.1.2	C.	n		ik		ik	0404a	404	nyit	sun; day	ri4	C. n  ik 
2053	shijing	國風	唐風	124	  葛生	124.5	1	3	1	百歲之後	百歲之後	、				後	0	huwX	*[ɢ]ˤ(r)oʔ	?	侯	124.5.1.3		[ɢ]ˤ	(r)	oʔ	-s	o	0115a	115	huwH	put after ?	hou4	 [ɢ]ˤ (r) oʔ -s
2054	shijing	國風	唐風	124	  葛生	124.5	1	4	1	歸於其a室	歸於其室	。		124.5.a		室	114	syit	*s.ti[t]	qhljiɡ	質2	124.5.1.4	s.	t		i[t]		it	0413j	413	syit	chamber; house	shi4	s. t  i[t] 
2055	shijing	國風	唐風	125	  采苓	125.1	1	1	1	采苓采a苓	采苓采苓	、		125.1.a		苓	115	leng	?	ɡ-reeŋ	耕	125.1.1.1												    
2056	shijing	國風	唐風	125	  采苓	125.1	1	2	1	首陽之a巔	首陽之巔	。		125.1.a		巔	115		?	tiin	真1	125.1.1.2												    
2057	shijing	國風	唐風	125	  采苓	125.1	2	1	1	人之為b言	人之為言	、		125.1.b		言	116	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.1.2.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2058	shijing	國風	唐風	125	  采苓	125.1	2	2	1	苟亦無a信	苟亦無信	。		125.1.a		信	115	sinH	*s-ni[ŋ]-s	sins	真1	125.1.2.2	s-	n		i[ŋ]	-s	iŋ	0384a	384	sinH	truthful	xin4	s- n  i[ŋ] -s
2059	shijing	國風	唐風	125	  采苓	125.1	3	1	1	舍旃舍b旃	舍旃舍旃	、		125.1.b		旃	116	tsyen	?	tjan	元1	125.1.3.1												    
2060	shijing	國風	唐風	125	  采苓	125.1	3	2	1	苟亦無b然	苟亦無然	。		125.1.b		然	116	nyen	*[n]a[n]	njen	元2	125.1.3.2		[n]		a[n]		an	0217a	217	nyen	so, thus; (adv suffix)	ran2	 [n]  a[n] 
2061	shijing	國風	唐風	125	  采苓	125.1	4	1	1	人之為b言	人之為言	、		125.1.b		言	116	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.1.4.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2062	shijing	國風	唐風	125	  采苓	125.1	4	2	1	胡得b焉	胡得焉	。		125.1.b		焉	116	'jen // hjen ('jon)	*[ʔ]a[n] // *ʔa[n]	qan	元1	125.1.4.2		ʔ		a[n]		an	0200a	200	'jen	how	yan1	 ʔ  a[n] 
2063	shijing	國風	唐風	125	  采苓	125.2	1	1	1	采苦采a苦	采苦采苦	、		125.2.a		苦	117	khuX (khuH)	*kʰˤaʔ	khaas	魚	125.2.1.1		kʰˤ		aʔ		a	0049u	49	khuX	bitter	ku3	 kʰˤ  aʔ 
2064	shijing	國風	唐風	125	  采苓	125.2	1	2	1	首陽之a下	首陽之下	。		125.2.a		下	117	haeH	*m-gˤraʔ-s	ɢraas	魚	125.2.1.2	m-	gˤ	r	aʔ	-s	a	0035a	35	haeH	descend	xia4	m- gˤ r aʔ -s
2065	shijing	國風	唐風	125	  采苓	125.2	2	1	1	人之為b言	人之為言	、		125.2.b		言	118	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.2.2.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2066	shijing	國風	唐風	125	  采苓	125.2	2	2	1	苟亦無a與	苟亦無與	。		125.2.a		與	117	yoX	*m-q(r)aʔ	?	魚	125.2.2.2	m-	q	(r)	aʔ		a	0089b	89	yoX	give; for; and	yu3	m- q (r) aʔ 
2067	shijing	國風	唐風	125	  采苓	125.2	3	1	1	舍旃舍b旃	舍旃舍旃	、		125.2.b		旃	118	tsyen	?	tjan	元1	125.2.3.1												    
2068	shijing	國風	唐風	125	  采苓	125.2	3	2	1	苟亦無b然	苟亦無然	。		125.2.b		然	118	nyen	*[n]a[n]	njen	元2	125.2.3.2		[n]		a[n]		an	0217a	217	nyen	so, thus; (adv suffix)	ran2	 [n]  a[n] 
2069	shijing	國風	唐風	125	  采苓	125.2	4	1	1	人之為b言	人之為言	、		125.2.b		言	118	ngjon	! *ŋa[n] // *ŋa[n] // *ŋa[n] // *ŋa[r]	ŋan	元1	125.2.4.1		ŋ		a[r]		ar	0251a	251	ngjon	tall	yan2	 ŋ  a[r] 
2070	shijing	國風	唐風	125	  采苓	125.2	4	2	1	胡得b焉	胡得焉	。		125.2.b		焉	118	'jen // hjen ('jon)	*[ʔ]a[n] // *ʔa[n]	qan	元1	125.2.4.2		ʔ		a[n]		an	0200a	200	'jen	how	yan1	 ʔ  a[n] 
2071	shijing	國風	唐風	125	  采苓	125.3	1	1	1	采葑采a葑	采葑采葑	、		125.3.a		葑	119	pjowng	?	poŋ	東	125.3.1.1												    
2072	shijing	國風	唐風	125	  采苓	125.3	1	2	1	首陽之a東	首陽之東	。		125.3.a		東	119	tuwng	*tˤoŋ	tooŋ	東	125.3.1.2		tˤ		oŋ		oŋ	1175a	1175	tuwng	east	dong1	 tˤ  oŋ 
