ID	CHARACTER	PINYIN	DOCULECT	WORDFAMILY_CLASS	GLOSS	READING	VARIANT_CLASS	SOURCE
2258	方	fāng₄	Late_Han_Chinese		"Method" [Lunyu, Shiji],/"law, norm, standard" [Xun]./NOTE:This may be the s. w. as {fāng₁ 方}.	puɑŋ		Schuessler2007
2259	放	fǎng	Middle_Chinese		"To imitate, conform to" [Liji, Zhouli].	pjwaŋᴮ		Schuessler2007
2260	放	fǎng	Old_Chinese	⪤ fāng₄ 方	"To imitate, conform to" [Liji, Zhouli].	paŋʔ		Schuessler2007
2261	放	fǎng	Late_Han_Chinese		"To imitate, conform to" [Liji, Zhouli].	puɑŋᴮ		Schuessler2007
2262	芳	fāng₅	Middle_Chinese		"Fragrant" [Chuci] is perhaps related to {xiāng₂ 香}/"fragrance" (Pulleyblank 1962: 140).	pʰjwaŋ		Schuessler2007
2263	芳	fāng₅	Old_Chinese		"Fragrant" [Chuci] is perhaps related to {xiāng₂ 香}/"fragrance" (Pulleyblank 1962: 140).	phaŋ		Schuessler2007
2264	芳	fāng₅	Late_Han_Chinese		"Fragrant" [Chuci] is perhaps related to {xiāng₂ 香}/"fragrance" (Pulleyblank 1962: 140).	pʰuɑŋ		Schuessler2007
2265	坊	fáng₁	Middle_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	bjwaŋ	坊	Schuessler2007
2266	坊	fáng₁	Old_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	baŋ	坊	Schuessler2007
2267	坊	fáng₁	Late_Han_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	buɑŋ	坊	Schuessler2007
2268	防	fáng₁	Middle_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	bjwaŋ	坊	Schuessler2007
2269	防	fáng₁	Old_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	baŋ	坊	Schuessler2007
2270	防	fáng₁	Late_Han_Chinese		"A dike" 坊 [Li];/"embankment, dike" 防 [Shi] >/"to stop up, block up" (river, peoples’ talk) [Zuo, Guoyu].	buɑŋ	坊	Schuessler2007
2271	房	fáng₂	Middle_Chinese		"A room"  房 [Shi].	bjwaŋ		Schuessler2007
2272	房	fáng₂	Old_Chinese		"A room"  房 [Shi].	baŋ		Schuessler2007
2273	房	fáng₂	Late_Han_Chinese		"A room"  房 [Shi].	buɑŋ		Schuessler2007
2274	紡	fǎng₁	Middle_Chinese		"To spin, twist" [Zuo],/"to tie" [Guoyu].	pʰjwaŋᴮ		Schuessler2007
2275	紡	fǎng₁	Old_Chinese		"To spin, twist" [Zuo],/"to tie" [Guoyu].	phaŋʔ		Schuessler2007
2276	紡	fǎng₁	Late_Han_Chinese		"To spin, twist" [Zuo],/"to tie" [Guoyu].	pʰuɑŋᴮ		Schuessler2007
2277	訪	fǎng₂	Middle_Chinese		"To inquire, scrutinize, consult" [Shi].	pʰjwaŋᶜ		Schuessler2007
2278	訪	fǎng₂	Old_Chinese		"To inquire, scrutinize, consult" [Shi].	phaŋh		Schuessler2007
2279	訪	fǎng₂	Late_Han_Chinese		"To inquire, scrutinize, consult" [Shi].	pʰuɑŋᶜ		Schuessler2007
2280	聘	pìng	Middle_Chinese		"To inquire" [Shi] is identical with fǎng in OC except for the vowel ({§11.1.3}).	pʰjäŋᶜ		Schuessler2007
2281	聘	pìng	Old_Chinese	⪤ fǎng₂ 訪	"To inquire" [Shi] is identical with fǎng in OC except for the vowel ({§11.1.3}).	pheŋh		Schuessler2007
2282	聘	pìng	Late_Han_Chinese		"To inquire" [Shi] is identical with fǎng in OC except for the vowel ({§11.1.3}).	pʰieŋᶜ		Schuessler2007
2283	放	fàng	Middle_Chinese		"To put away, neglect, banish" [Shu].	pjwaŋᶜ		Schuessler2007
2284	放	fàng	Old_Chinese		"To put away, neglect, banish" [Shu].	paŋh		Schuessler2007
2285	放	fàng	Late_Han_Chinese		"To put away, neglect, banish" [Shu].	puɑŋᶜ		Schuessler2007
2286	非	fēi₁	Middle_Chinese		"It is not, to be not" [OB, BI, Shi, Shu].	pjwei		Schuessler2007
2287	非	fēi₁	Old_Chinese		"It is not, to be not" [OB, BI, Shi, Shu].	pəi (prob. < *pui)		Schuessler2007
2288	非	fēi₁	Late_Han_Chinese		"It is not, to be not" [OB, BI, Shi, Shu].	pui		Schuessler2007
2289	非	fēi₂	Middle_Chinese		"Be wrong" [Shi], (vs. shì 是/"right") [Meng],/"mistake" [Meng], ``violate, go counter'' [Lun]./NOTE:Since this is a regular semantic extension of {fēi₁ 非} ({§2.10}), cognation with WT pʰyar-kʰa/"blame, affront, insult" (so HST: 162) is unlikely.	pjwei		Schuessler2007
2290	非	fēi₂	Old_Chinese	= fēi₁ 非	"Be wrong" [Shi], (vs. shì 是/"right") [Meng],/"mistake" [Meng], ``violate, go counter'' [Lun]./NOTE:Since this is a regular semantic extension of {fēi₁ 非} ({§2.10}), cognation with WT pʰyar-kʰa/"blame, affront, insult" (so HST: 162) is unlikely.	pəi		Schuessler2007
2291	非	fēi₂	Late_Han_Chinese		"Be wrong" [Shi], (vs. shì 是/"right") [Meng],/"mistake" [Meng], ``violate, go counter'' [Lun]./NOTE:Since this is a regular semantic extension of {fēi₁ 非} ({§2.10}), cognation with WT pʰyar-kʰa/"blame, affront, insult" (so HST: 162) is unlikely.	pui		Schuessler2007
2292	誹	fěi	Middle_Chinese		"To condemn, disapprove, slander" [Zhuang].	pjwei(ᶜ)		Schuessler2007
2293	誹	fěi	Old_Chinese	⪤ fēi₁ 非	"To condemn, disapprove, slander" [Zhuang].	pəi(h)		Schuessler2007
2294	誹	fěi	Late_Han_Chinese		"To condemn, disapprove, slander" [Zhuang].	pui(ᶜ)		Schuessler2007
2295	扉	fēi₃	Middle_Chinese		"Symmetrical leaves of a door" [Zhuang]; basic meaning: a symmetrical contraption.	pjwei		Schuessler2007
2296	扉	fēi₃	Old_Chinese		"Symmetrical leaves of a door" [Zhuang]; basic meaning: a symmetrical contraption.	pəi		Schuessler2007
2297	扉	fēi₃	Late_Han_Chinese		"Symmetrical leaves of a door" [Zhuang]; basic meaning: a symmetrical contraption.	pui		Schuessler2007
2298	棐	fěi	Middle_Chinese		"Wooden frame to prevent warping of a bow" [Xun] >/"strengthen, assist, help" [Shu]./NOTE:(Boltz JAOS 120.2, 2000: 220).	pjweiᴮ		Schuessler2007
2299	棐	fěi	Old_Chinese	⪤ fēi₃ 扉	"Wooden frame to prevent warping of a bow" [Xun] >/"strengthen, assist, help" [Shu]./NOTE:(Boltz JAOS 120.2, 2000: 220).	pəiʔ		Schuessler2007
2300	棐	fěi	Late_Han_Chinese		"Wooden frame to prevent warping of a bow" [Xun] >/"strengthen, assist, help" [Shu]./NOTE:(Boltz JAOS 120.2, 2000: 220).	puiᴮ		Schuessler2007
2301	飛	fēi₄	Middle_Chinese		"To fly" [Shi].	pjwei		Schuessler2007
2302	飛	fēi₄	Old_Chinese		"To fly" [Shi].	pəi (prob. < *pui)		Schuessler2007
2303	飛	fēi₄	Late_Han_Chinese		"To fly" [Shi].	pui		Schuessler2007
2304	妃	fēi₅	Middle_Chinese		"wife" whose purpose it is to be pregnant and bear an heir [Zuo]; the graph is/"woman" +/"foetus"	pʰjwei		Schuessler2007
2305	妃	fēi₅	Old_Chinese		"wife" whose purpose it is to be pregnant and bear an heir [Zuo]; the graph is/"woman" +/"foetus"	phəi		Schuessler2007
2306	妃	fēi₅	Late_Han_Chinese		"wife" whose purpose it is to be pregnant and bear an heir [Zuo]; the graph is/"woman" +/"foetus"	pʰui		Schuessler2007
2307	肥	féi₁	Middle_Chinese		"Fat, rich, fertile" [Shi].	bjwei		Schuessler2007
2308	肥	féi₁	Old_Chinese		"Fat, rich, fertile" [Shi].	bəi		Schuessler2007
2309	肥	féi₁	Late_Han_Chinese		"Fat, rich, fertile" [Shi].	bui		Schuessler2007
2310	腓	féi₂	Middle_Chinese		"Calf of leg, leg; follow on foot" [Shi, Yi].	bjwei		Schuessler2007
2311	腓	féi₂	Old_Chinese		"Calf of leg, leg; follow on foot" [Shi, Yi].	bəi		Schuessler2007
2312	腓	féi₂	Late_Han_Chinese		"Calf of leg, leg; follow on foot" [Shi, Yi].	bui		Schuessler2007
2313	匪	fěi₁	Middle_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	pjweiᴮ	匪	Schuessler2007
2314	匪	fěi₁	Old_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	pəiʔ	匪	Schuessler2007
2315	匪	fěi₁	Late_Han_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	puiᴮ	匪	Schuessler2007
2316	棐	fěi₁	Middle_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	pjweiᴮ	匪	Schuessler2007
2317	棐	fěi₁	Old_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	pəiʔ	匪	Schuessler2007
2318	棐	fěi₁	Late_Han_Chinese		"It is not, to be not" replaces {fēi₁ 非} in Shījīng (匪) and Shūjīng (棐).	puiᴮ	匪	Schuessler2007
2319	胐	fěi₄	Middle_Chinese		"New light of the moon" [Shu, SW],/"third day of the new moon" [Hanshu].	pʰjweiᴮ,pʰuət		Schuessler2007
2320	胐	fěi₄	Old_Chinese		"New light of the moon" [Shu, SW],/"third day of the new moon" [Hanshu].	phəiʔ,*phə̂t (*phuiʔ,*phut < *phlut ?)		Schuessler2007
2321	胐	fěi₄	Late_Han_Chinese		"New light of the moon" [Shu, SW],/"third day of the new moon" [Hanshu].	pʰuiᴮ,pʰət		Schuessler2007
2322	吠	fèi₁	Middle_Chinese		"To bark" [Shi].	bjwɐiᶜ		Schuessler2007
2323	吠	fèi₁	Old_Chinese		"To bark" [Shi].	bjots		Baxter1992
2324	吠	fèi₁	Old_Chinese		"To bark" [Shi].	ba(t)s or *bos ?		Schuessler2007
2325	吠	fèi₁	Late_Han_Chinese		"To bark" [Shi].	buɑs		Schuessler2007
2326	肺	fèi₃	Middle_Chinese		"Lungs" [Shi]./NOTE:CH aspiration is symbolic for breathing {§5.8.5}.	pʰjwɐiᶜ		Schuessler2007
2327	肺	fèi₃	Old_Chinese		"Lungs" [Shi]./NOTE:CH aspiration is symbolic for breathing {§5.8.5}.	phats < *phats or *phots (from earlier *s-)pot/ps ?		Schuessler2007
2328	肺	fèi₃	Late_Han_Chinese		"Lungs" [Shi]./NOTE:CH aspiration is symbolic for breathing {§5.8.5}.	pʰuas		Schuessler2007
2329	沸	fèi₄	Middle_Chinese		"To bubble up" (water) [Shi]./NOTE:The Northern Min/"softened initial" *p̆yiᶜ  may point to OC prenasalization which is supported by the Yao word bwei⁵ < nb-, PMY *npwei¹ᶜ  (Norman 1986: 382).	pjwəiᶜ		Schuessler2007
2330	沸	fèi₄	Old_Chinese		"To bubble up" (water) [Shi]./NOTE:The Northern Min/"softened initial" *p̆yiᶜ  may point to OC prenasalization which is supported by the Yao word bwei⁵ < nb-, PMY *npwei¹ᶜ  (Norman 1986: 382).	pəts (prob. < *puts)		Schuessler2007
2331	沸	fèi₄	Late_Han_Chinese		"To bubble up" (water) [Shi]./NOTE:The Northern Min/"softened initial" *p̆yiᶜ  may point to OC prenasalization which is supported by the Yao word bwei⁵ < nb-, PMY *npwei¹ᶜ  (Norman 1986: 382).	pus		Schuessler2007
2332	疿	fèi₅	Middle_Chinese		"Pimples, an eruption" [late word].	pjweiᶜ ONW puiᶜ (LH  pus)		Schuessler2007
2333	廢	fèi₆	Middle_Chinese		"To remove, reject, disregard, neglect, fail" [Shi],/"to fall" [Zuo] >/"to expel noxious influences, purify" 祓 [Zuo]./NOTE:This word is hardly derived from {fā 發} (so Karlgren 1956: 11), but is certainly related to {fá 乏}.	pjwɐiᶜ		Schuessler2007
2334	廢	fèi₆	Old_Chinese		"To remove, reject, disregard, neglect, fail" [Shi],/"to fall" [Zuo] >/"to expel noxious influences, purify" 祓 [Zuo]./NOTE:This word is hardly derived from {fā 發} (so Karlgren 1956: 11), but is certainly related to {fá 乏}.	pats		Schuessler2007
2335	廢	fèi₆	Late_Han_Chinese		"To remove, reject, disregard, neglect, fail" [Shi],/"to fall" [Zuo] >/"to expel noxious influences, purify" 祓 [Zuo]./NOTE:This word is hardly derived from {fā 發} (so Karlgren 1956: 11), but is certainly related to {fá 乏}.	puɑs		Schuessler2007
2336	乏	fá	Middle_Chinese		"To lack" [Zuo],/"exhaust" [Meng],/"neglect, disregard" [Zhuang] (Yú Mǐn 1948: 44). In BI, the character fǎ 法 (pjwɐp) [puɑp] *pap also occurs in the meaning ``neglect, disregard'' (Baxter 1992: 350) where it prob. stands for the present fá 乏.	bjwɐp		Schuessler2007
2337	乏	fá	Old_Chinese	⪤ fèi₆ 廢	"To lack" [Zuo],/"exhaust" [Meng],/"neglect, disregard" [Zhuang] (Yú Mǐn 1948: 44). In BI, the character fǎ 法 (pjwɐp) [puɑp] *pap also occurs in the meaning ``neglect, disregard'' (Baxter 1992: 350) where it prob. stands for the present fá 乏.	bap		Schuessler2007
2338	乏	fá	Late_Han_Chinese		"To lack" [Zuo],/"exhaust" [Meng],/"neglect, disregard" [Zhuang] (Yú Mǐn 1948: 44). In BI, the character fǎ 法 (pjwɐp) [puɑp] *pap also occurs in the meaning ``neglect, disregard'' (Baxter 1992: 350) where it prob. stands for the present fá 乏.	buɑp		Schuessler2007
2339	分	fēn₁	Middle_Chinese		"To divide, separate" [BI, Shu]./NOTE:The graph shows a thing cut in two with a knife.	pjuən		Schuessler2007
2340	分	fēn₁	Old_Chinese		"To divide, separate" [BI, Shu]./NOTE:The graph shows a thing cut in two with a knife.	pən (prob. < *pun)		Schuessler2007
2341	分	fēn₁	Late_Han_Chinese		"To divide, separate" [BI, Shu]./NOTE:The graph shows a thing cut in two with a knife.	pun		Schuessler2007
2342	分	fèn	Middle_Chinese		"A part" [Zuo],/"share" [Liji].	bjuənᶜ		Schuessler2007
2343	分	fèn	Old_Chinese	⪤ fēn₁ 分	"A part" [Zuo],/"share" [Liji].	bəns		Schuessler2007
2344	分	fèn	Late_Han_Chinese		"A part" [Zuo],/"share" [Liji].	bunᶜ		Schuessler2007
2345	雰	fēn₂	Middle_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phjuən	雰	Schuessler2007
2346	雰	fēn₂	Old_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phjən	雰	Baxter1992
2347	雰	fēn₂	Old_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phən	雰	Schuessler2007
2348	雰	fēn₂	Late_Han_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	pʰun	雰	Schuessler2007
2349	氛	fēn₂	Middle_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phjuən	雰	Schuessler2007
2350	氛	fēn₂	Old_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phjən	雰	Baxter1992
2351	氛	fēn₂	Old_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	phən	雰	Schuessler2007
2352	氛	fēn₂	Late_Han_Chinese		"Mist" [Yupian; GY],/"hoar-frost" 雰 [Chuci] >/"inauspicious vapors" (as evil omen) 氛 [GY 112]./1:PMY *mpanᶜ [Wáng FS; Downer 1982 *ɴpəːn³]/"snow", PY *ɴbwon⁵  [Purnell]/"cloud, snow". MY ``snow'' occurs in Chǔcí, while CH ``mist'' agrees with Yao ``cloud''./2:Tai: S. bonᴬ¹ < PTai *ʔb-/"sky, above", Saek bɯnᴬ¹/"sky, weather", PKS *ɓun¹ ``sky''; Benedict (in Edmondson / Solnit 1988: 329f.) suggests wider connections with AN./3:Lushai vaanᴸ (v- corresponds to labial stops in other lgs.)/"sky, heaven"./4:PTB *s-pᵂa(l)/"frost, snow" > WT ba-mo/"snow", Amdo wal, Dulong tɯ³¹-wăn⁵³ ``snow'' etc. [Matisoff LL 1.2, 2000: 147]./5:Lushai vuurᴴ/"hoar-frost, ice, snow"./6:PKiranti pʰùl/"flour", WB pʰun/"dust" (CVST 1: 7), n³¹-bun⁵⁵ ``dust''; perhaps also WT spun-pa ~ sbur-ma ``chaff, husks'', but spun is prob. cognate to bud- etc. ``to blow'', spur- to spur-ba ``make fly up''./7:{fěn 粉}/"peeled (rice), flour", PMY *mpanᴮ/"flour".	pʰun	雰	Schuessler2007
2353	氛	fēn,fén	Middle_Chinese		"Ominous vapors or clouds in the sky" (inauspicious in the Zuǒzhuàn passages) [Zuo, Xiang 27, 5; Zhao 15, 2; SW 211];/"auspicious vapors" [GY 110]; the GY assigns different meanings to MC bjuən and pʰjuən (above) which may be a later attempt to differentiate the two.	bjuən		Schuessler2007
2354	氛	fēn,fén	Old_Chinese	⪤ fēn₂ 雰氛	"Ominous vapors or clouds in the sky" (inauspicious in the Zuǒzhuàn passages) [Zuo, Xiang 27, 5; Zhao 15, 2; SW 211];/"auspicious vapors" [GY 110]; the GY assigns different meanings to MC bjuən and pʰjuən (above) which may be a later attempt to differentiate the two.	bən		Schuessler2007
2355	氛	fēn,fén	Late_Han_Chinese		"Ominous vapors or clouds in the sky" (inauspicious in the Zuǒzhuàn passages) [Zuo, Xiang 27, 5; Zhao 15, 2; SW 211];/"auspicious vapors" [GY 110]; the GY assigns different meanings to MC bjuən and pʰjuən (above) which may be a later attempt to differentiate the two.	bun		Schuessler2007
2356	饙	fēn	Middle_Chinese		"To steam food" [BI, Shi] perhaps belongs to this wf.	pjuən		Schuessler2007
2357	饙	fēn	Old_Chinese	⪤ fēn₂ 雰氛	"To steam food" [BI, Shi] perhaps belongs to this wf.	pən		Schuessler2007
2358	饙	fēn	Late_Han_Chinese		"To steam food" [BI, Shi] perhaps belongs to this wf.	pun		Schuessler2007
2359	紛	fēn₄	Middle_Chinese		"Be mixed" i.e. patterns on cloth [Shi],/"manifold" [Yi],/"confused" [Zuo]./NOTE:Sagart (ICSTLL 1994: 7) relates this word to {fēn₂ 雰氛}/"mist".	pʰjuən		Schuessler2007
2360	紛	fēn₄	Old_Chinese		"Be mixed" i.e. patterns on cloth [Shi],/"manifold" [Yi],/"confused" [Zuo]./NOTE:Sagart (ICSTLL 1994: 7) relates this word to {fēn₂ 雰氛}/"mist".	phən		Schuessler2007
2361	紛	fēn₄	Late_Han_Chinese		"Be mixed" i.e. patterns on cloth [Shi],/"manifold" [Yi],/"confused" [Zuo]./NOTE:Sagart (ICSTLL 1994: 7) relates this word to {fēn₂ 雰氛}/"mist".	pʰun		Schuessler2007
2362	芬	fēn₅	Middle_Chinese		"Be fragrant" [Shi] is perhaps cognate to WT spod/"spice" ⪤ spos/"perfume".	pʰjuən		Schuessler2007
2363	芬	fēn₅	Old_Chinese		"Be fragrant" [Shi] is perhaps cognate to WT spod/"spice" ⪤ spos/"perfume".	phjən		Baxter1992
2364	芬	fēn₅	Old_Chinese		"Be fragrant" [Shi] is perhaps cognate to WT spod/"spice" ⪤ spos/"perfume".	phən		Schuessler2007
